artists,name,album
Black Sabbath,Sweet Leaf,Master of Reality (2009 Remastered Version)
Black Sabbath,Fairies Wear Boots,Paranoid (2009 Remastered Version)
Black Sabbath,Electric Funeral,Paranoid (2009 Remastered Version)
Black Sabbath,Iron Man,Paranoid (2009 Remastered Version)
Black Sabbath,Paranoid,Paranoid (2009 Remastered Version)
Black Sabbath,War Pigs,Paranoid (2009 Remastered Version)
Black Sabbath,N.I.B.,Black Sabbath (2009 Remastered Version)
Black Sabbath,Black Sabbath,Black Sabbath (2009 Remastered Version)
Billy Joel,She's Always a Woman,The Stranger (Legacy Edition)
Billy Joel,Piano Man,Piano Man
Billy Idol,White Wedding - Pt. 1,Billy Idol
Billy Idol,Rebel Yell,Rebel Yell
Ben E. King,Stand By Me,Don't Play That Song (Mono)
Béla Fleck and the Flecktones,Stomping Grounds - Live Version,Live Art
Béla Fleck and the Flecktones,Lochs of Dread - Live Version,Live Art
Béla Fleck and the Flecktones,New South Africa - Live Version,Live Art
Samantha Sang, Bee Gees,Emotion,Emotion
Bee Gees,How Can You Mend A Broken Heart,The Record - Their Greatest Hits
Bee Gees,I've Gotta Get A Message To You,The Record - Their Greatest Hits
Bee Gees,Words,The Record - Their Greatest Hits
Bee Gees,How Deep Is Your Love,Greatest
Ben Caplan,Birds With Broken Wings,Birds With Broken Wings
Ben Caplan,Down to the River,In the Time of the Great Remembering
Bob Marley & The Wailers,No Woman, No Cry - Live At The Lyceum, London/1975,Live!
Bob Marley & The Wailers,Jamming,Exodus (Deluxe Edition)
Bob Marley & The Wailers,One Love / People Get Ready,Exodus (Deluxe Edition)
Bob Marley & The Wailers,Is This Love,Kaya
Bob Marley & The Wailers,Buffalo Soldier,Confrontation
Bob Marley & The Wailers,Could You Be Loved,Uprising
Bob Marley & The Wailers,Three Little Birds,Exodus (Deluxe Edition)
Bob Dylan,Hurricane,The Essential Bob Dylan
Bob Dylan,Knockin' On Heaven's Door,The Essential Bob Dylan
Bob Dylan,If Not for You,The Essential Bob Dylan
Bob Dylan,Lay, Lady, Lay,The Essential Bob Dylan
Bob Dylan,I'll Be Your Baby Tonight,The Essential Bob Dylan
Bob Dylan,Quinn the Eskimo (The Mighty Quinn) - Studio Outtake - 1967,The Essential Bob Dylan
Bob Dylan,All Along the Watchtower,The Essential Bob Dylan
Bob Dylan,Positively 4th Street - Single Version,The Essential Bob Dylan
Bob Dylan,Just Like a Woman,The Essential Bob Dylan
Bob Dylan,Like a Rolling Stone,The Essential Bob Dylan
Bob Dylan,Mr. Tambourine Man,The Essential Bob Dylan
Bob Dylan,Subterranean Homesick Blues,The Essential Bob Dylan
Bob Dylan,It Ain't Me Babe,The Essential Bob Dylan
Bob Dylan,The Times They Are A-Changin',The Essential Bob Dylan
Bob Dylan,Blowin' in the Wind,The Essential Bob Dylan
Bob Dylan,Don't Think Twice, It's All Right,The Essential Bob Dylan
Black Rebel Motorcycle Club,Spread Your Love,B.R.M.C.
Black Rebel Motorcycle Club,Whatever Happened To My Rock 'N' Roll (Punk Song),B.R.M.C.
Black Rebel Motorcycle Club,Red Eyes And Tears,B.R.M.C.
Black Rebel Motorcycle Club,Love Burns,B.R.M.C.
Black Rebel Motorcycle Club,Six Barrel Shotgun,Take Them On, On Your Own
Black Rebel Motorcycle Club,Stop,Take Them On, On Your Own
Wings,With A Little Luck,London Town
Wings,Silly Love Songs - Remastered 2014,At The Speed Of Sound (Remastered 2014)
Wings,Let 'Em In - Remastered 2014,At The Speed Of Sound (Remastered 2014)
Paul McCartney, Wings,Nineteen Hundred and Eighty Five - Remastered 2010,Band On The Run (Standard)
Paul McCartney, Wings,No Words - Remastered 2010,Band On The Run (Standard)
Paul McCartney, Wings,Mamunia - Remastered 2010,Band On The Run (Standard)
Paul McCartney, Wings,Let Me Roll It - Remastered 2010,Band On The Run (Standard)
Paul McCartney, Wings,Mrs Vandebilt - Remastered 2010,Band On The Run (Standard)
Paul McCartney, Wings,Jet - Remastered 2010,Band On The Run (Standard)
Paul McCartney, Wings,Bluebird - Remastered 2010,Band On The Run (Standard)
Paul McCartney, Wings,Band On The Run - Remastered 2010,Band On The Run (Standard)
George Harrison,Got My Mind Set On You - Remastered 2004,Cloud Nine
The Beatles,Get Back - Remastered,Let It Be (Remastered)
The Beatles,One After 909 - Remastered,Let It Be (Remastered)
The Beatles,Let It Be - Remastered,Let It Be (Remastered)
The Beatles,Two Of Us - Remastered,Let It Be (Remastered)
The Beatles,Dig A Pony - Remastered,Let It Be (Remastered)
The Beatles,Across The Universe - Remastered,Let It Be (Remastered)
The Beatles,Come Together - Remastered,Abbey Road (Remastered)
The Beatles,Something - Remastered,Abbey Road (Remastered)
The Beatles,Maxwell's Silver Hammer - Remastered,Abbey Road (Remastered)
The Beatles,Oh! Darling - Remastered,Abbey Road (Remastered)
The Beatles,Octopus's Garden - Remastered,Abbey Road (Remastered)
The Beatles,I Want You (She's So Heavy) - Remastered,Abbey Road (Remastered)
The Beatles,Here Comes The Sun - Remastered,Abbey Road (Remastered)
The Beatles,Because - Remastered,Abbey Road (Remastered)
The Beatles,You Never Give Me Your Money - Remastered,Abbey Road (Remastered)
The Beatles,Sun King - Remastered,Abbey Road (Remastered)
The Beatles,Mean Mr Mustard - Remastered,Abbey Road (Remastered)
The Beatles,Polythene Pam - Remastered,Abbey Road (Remastered)
The Beatles,She Came In Through The Bathroom Window - Remastered,Abbey Road (Remastered)
The Beatles,Golden Slumbers - Remastered,Abbey Road (Remastered)
The Beatles,Carry That Weight - Remastered,Abbey Road (Remastered)
The Beatles,The End - Remastered,Abbey Road (Remastered)
The Beatles,Her Majesty - Remastered,Abbey Road (Remastered)
The Beatles,Back In The U.S.S.R. - Remastered,The Beatles (Remastered)
The Beatles,Dear Prudence - Remastered,The Beatles (Remastered)
The Beatles,Glass Onion - Remastered,The Beatles (Remastered)
The Beatles,Ob-La-Di, Ob-La-Da - Remastered,The Beatles (Remastered)
The Beatles,Wild Honey Pie - Remastered,The Beatles (Remastered)
The Beatles,The Continuing Story Of Bungalow Bill - Remastered,The Beatles (Remastered)
The Beatles,While My Guitar Gently Weeps - Remastered,The Beatles (Remastered)
The Beatles,Happiness Is A Warm Gun - Remastered,The Beatles (Remastered)
The Beatles,Martha My Dear - Remastered,The Beatles (Remastered)
The Beatles,I'm So Tired - Remastered,The Beatles (Remastered)
The Beatles,Blackbird - Remastered,The Beatles (Remastered)
The Beatles,Piggies - Remastered,The Beatles (Remastered)
The Beatles,Rocky Raccoon - Remastered,The Beatles (Remastered)
The Beatles,Don't Pass Me By - Remastered,The Beatles (Remastered)
The Beatles,Why Don't We Do It In The Road? - Remastered,The Beatles (Remastered)
The Beatles,I Will - Remastered,The Beatles (Remastered)
The Beatles,Julia - Remastered,The Beatles (Remastered)
The Beatles,Yer Blues - Remastered,The Beatles (Remastered)
The Beatles,Mother Nature's Son - Remastered,The Beatles (Remastered)
The Beatles,Everybody's Got Something To Hide Except Me And My Monkey - Remastered,The Beatles (Remastered)
The Beatles,Sexy Sadie - Remastered,The Beatles (Remastered)
The Beatles,Helter Skelter - Remastered,The Beatles (Remastered)
The Beatles,Long, Long, Long - Remastered,The Beatles (Remastered)
The Beatles,Revolution 1 - Remastered,The Beatles (Remastered)
The Beatles,Honey Pie - Remastered,The Beatles (Remastered)
The Beatles,Savoy Truffle - Remastered,The Beatles (Remastered)
The Beatles,Cry Baby Cry - Remastered,The Beatles (Remastered)
The Beatles,Good Night - Remastered,The Beatles (Remastered)
The Beatles,All You Need Is Love - Remastered,Magical Mystery Tour (Remastered)
The Beatles,Baby, You're A Rich Man - Remastered,Magical Mystery Tour (Remastered)
The Beatles,Penny Lane - Remastered,Magical Mystery Tour (Remastered)
The Beatles,Strawberry Fields Forever - Remastered,Magical Mystery Tour (Remastered)
The Beatles,Hello, Goodbye - Remastered,Magical Mystery Tour (Remastered)
The Beatles,I Am The Walrus - Remastered,Magical Mystery Tour (Remastered)
The Beatles,Your Mother Should Know - Remastered,Magical Mystery Tour (Remastered)
The Beatles,The Fool On The Hill - Remastered,Magical Mystery Tour (Remastered)
The Beatles,Magical Mystery Tour - Remastered,Magical Mystery Tour (Remastered)
The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,With A Little Help From My Friends - Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,Lucy In The Sky With Diamonds - Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,Getting Better - Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,Fixing A Hole - Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,She's Leaving Home - Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,Being For The Benefit Of Mr. Kite! - Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,Within You Without You - Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,When I'm Sixty Four - Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,Lovely Rita - Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,Good Morning Good Morning - Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Reprise / Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,A Day In The Life - Remastered,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
The Beatles,Taxman - Remastered,Revolver (Remastered)
The Beatles,Eleanor Rigby - Remastered,Revolver (Remastered)
The Beatles,I'm Only Sleeping - Remastered,Revolver (Remastered)
The Beatles,Love You To - Remastered,Revolver (Remastered)
The Beatles,Here, There And Everywhere - Remastered,Revolver (Remastered)
The Beatles,Yellow Submarine - Remastered,Revolver (Remastered)
The Beatles,She Said She Said - Remastered,Revolver (Remastered)
The Beatles,Good Day Sunshine - Remastered,Revolver (Remastered)
The Beatles,And Your Bird Can Sing - Remastered,Revolver (Remastered)
The Beatles,For No One - Remastered,Revolver (Remastered)
The Beatles,I Want To Tell You - Remastered,Revolver (Remastered)
The Beatles,Got To Get You Into My Life - Remastered,Revolver (Remastered)
The Beatles,Tomorrow Never Knows - Remastered,Revolver (Remastered)
The Beatles,If I Needed Someone - Remastered,Rubber Soul (Remastered)
The Beatles,In My Life - Remastered,Rubber Soul (Remastered)
The Beatles,Wait - Remastered,Rubber Soul (Remastered)
The Beatles,Girl - Remastered,Rubber Soul (Remastered)
The Beatles,I'm Looking Through You - Remastered,Rubber Soul (Remastered)
The Beatles,What Goes On - Remastered,Rubber Soul (Remastered)
The Beatles,Michelle - Remastered,Rubber Soul (Remastered)
The Beatles,The Word - Remastered,Rubber Soul (Remastered)
The Beatles,Think For Yourself - Remastered,Rubber Soul (Remastered)
The Beatles,You Won't See Me - Remastered,Rubber Soul (Remastered)
The Beatles,Nowhere Man - Remastered,Rubber Soul (Remastered)
The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered,Rubber Soul (Remastered)
The Beatles,Drive My Car - Remastered,Rubber Soul (Remastered)
The Beatles,Yesterday - Remastered,Help! (Remastered)
The Beatles,Ticket To Ride - Remastered,Help! (Remastered)
The Beatles,Help! - Remastered,Help! (Remastered)
The Beatles,Eight Days A Week - Remastered,Beatles For Sale (Remastered)
The Beatles,Can't Buy Me Love - Remastered,A Hard Day's Night (Remastered)
The Beatles,And I Love Her - Remastered,A Hard Day's Night (Remastered)
The Beatles,A Hard Day's Night - Remastered,A Hard Day's Night (Remastered)
The Beatles,Love Me Do - Remastered,Please Please Me (Remastered)
The Beatles,I Saw Her Standing There - Remastered,Please Please Me (Remastered)
The Beatles,Twist And Shout - Remastered,Please Please Me (Remastered)
Queen,Seven Seas Of Rhye - Remastered 2011,Queen II (2011 Remaster)
Queen,Now I'm Here - Remastered 2011,Sheer Heart Attack (2011 Remaster)
Queen,Killer Queen - Remastered 2011,Sheer Heart Attack (2011 Remaster)
Queen,Bohemian Rhapsody - Remastered 2011,A Night At The Opera (2011 Remaster)
Queen,You're My Best Friend - Remastered 2011,A Night At The Opera (2011 Remaster)
Queen,Good Old-Fashioned Lover Boy - Remastered 2011,A Day At The Races (2011 Remaster)
Queen,Somebody To Love - Remastered 2011,A Day At The Races (2011 Remaster)
Queen,Tie Your Mother Down - Remastered 2011,A Day At The Races (2011 Remaster)
Queen,We Will Rock You - Remastered 2011,News Of The World (2011 Remaster)
Queen,We Are The Champions - Remastered 2011,News Of The World (2011 Remaster)
Queen,Don't Stop Me Now - Remastered 2011,Jazz (2011 Remaster)
Queen,Bicycle Race - Remastered 2011,Jazz (2011 Remaster)
Queen,Fat Bottomed Girls - 2011 Remaster,Jazz (2011 Remaster)
Queen,Save Me - Remastered 2011,The Game (2011 Remaster)
Queen,Crazy Little Thing Called Love - Remastered 2011,The Game (2011 Remaster)
Queen,Another One Bites The Dust - Remastered 2011,The Game (2011 Remaster)
Queen,Play The Game - Remastered 2011,The Game (2011 Remaster)
Queen, David Bowie,Under Pressure - Remastered 2011,Hot Space (2011 Remaster)
Queen,Hammer To Fall - Remastered 2011,The Works (2011 Remaster)
Queen,I Want To Break Free - Remastered 2011,The Works (2011 Remaster)
Queen,It's A Hard Life - Remastered 2011,The Works (2011 Remaster)
Queen,Radio Ga Ga - Remastered 2011,The Works (2011 Remaster)
Queen,Princes Of The Universe - Remastered 2011,A Kind Of Magic (2011 Remaster)
Queen,Friends Will Be Friends - Remastered 2011,A Kind Of Magic (2011 Remaster)
Queen,Who Wants To Live Forever - Remastered 2011,A Kind Of Magic (2011 Remaster)
Queen,A Kind Of Magic - Remastered 2011,A Kind Of Magic (2011 Remaster)
Queen,One Vision - Remastered 2011,A Kind Of Magic (2011 Remaster)
Queen,Breakthru - Remastered 2011,The Miracle (2011 Remaster)
Queen,The Invisible Man - Remastered 2011,The Miracle (2011 Remaster)
Queen,The Miracle - Remastered 2011,The Miracle (2011 Remaster)
Queen,I Want It All - Remastered 2011,The Miracle (2011 Remaster)
Queen,The Show Must Go On - Remastered 2011,Innuendo (2011 Remaster)
Queen,These Are The Days Of Our Lives - 2011 Remaster,Innuendo (2011 Remaster)
Queen,Headlong - Remastered 2011,Innuendo (2011 Remaster)
Queen,I'm Going Slightly Mad - Remastered 2011,Innuendo (2011 Remaster)
Queen,Innuendo - Remastered 2011,Innuendo (2011 Remaster)
Barenaked Ladies,If I Had $1,000,000,Gordon
Barenaked Ladies,One Week,Stunt
Audioslave,Out Of Exile,Out Of Exile
Audioslave,Gasoline,Audioslave
Audioslave,Cochise,Audioslave
Audioslave,Show Me How to Live,Audioslave
Amy Macdonald,This Is The Life,This is The Life
Amy Macdonald,Poison Prince,This is The Life
Amy Macdonald,Mr Rock & Roll,This is The Life
America, George Martin,A Horse with No Name,America
Alice Cooper,No More Mr. Nice Guy,Billion Dollar Babies (Deluxe Reissue)
Alice Cooper,Poison,Trash
a-ha,Take on Me,Hunting High and Low
Aerosmith,Big Ten Inch Record,Toys In The Attic
Aerosmith,Same Old Song and Dance,Get Your Wings
Aerosmith,Mama Kin,Aerosmith
Aerosmith,Dude (Looks Like A Lady),Permanent Vacation (Reissue Remastered)
Aerosmith,Cryin',Get A Grip (Reissue - Remaster)
Aerosmith,Crazy,Get A Grip (Reissue - Remaster)
Aerosmith,Walk This Way,Toys In The Attic
Aerosmith,Sweet Emotion,Toys In The Attic
Aerosmith,Dream On,Aerosmith
AC/DC,Gone Shootin',Powerage
AC/DC,Rock and Roll Ain't Noise Pollution,Back In Black
AC/DC,What Do You Do for Money Honey,Back In Black
AC/DC,For Those About to Rock (We Salute You),Who Made Who
AC/DC,Shoot to Thrill,Back In Black
AC/DC,Hells Bells,Back In Black
AC/DC,You Shook Me All Night Long,Back In Black
AC/DC,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap
AC/DC,T.N.T.,High Voltage
AC/DC,Thunderstruck,The Razors Edge
AC/DC,Highway to Hell,Highway to Hell
AC/DC,Back In Black,Back In Black
A Fine Frenzy,New Heights,Bomb In A Birdcage
A Fine Frenzy,Blow Away,Bomb In A Birdcage
A Fine Frenzy,Happier,Bomb In A Birdcage
A Fine Frenzy,Electric Twist,Bomb In A Birdcage
A Fine Frenzy,What I Wouldn't Do,Bomb In A Birdcage
Doves,Walk In Fire,Some Cities
Doves,Snowden,Some Cities
Doves,Almost Forgot Myself,Some Cities
Doves,Black And White Town,Some Cities
Neil Young,Rockin' in the Free World,Freedom
Crosby, Stills, Nash & Young,Our House,Deja Vu
The Band,The Weight - Remastered,Music From Big Pink (Expanded Edition)
Neil Young,Heart of Gold - 2009 Remaster,Harvest (2009 Remaster)
Neil Young,Out on the Weekend - 2009 Remaster,Harvest (2009 Remaster)
Neil Young,Old Man - 2009 Remaster,Harvest (2009 Remaster)
Neil Young,Harvest Moon,Harvest Moon
The La's,There She Goes,The La's
Supergrass,Alright,I Should Coco
Manic Street Preachers,You Stole the Sun from My Heart,This Is My Truth Tell Me Yours
Kalmah,Doubtful About It All,Swampsong
Kalmah,Tordah,Swampsong
Kalmah,Burbot's Revenge,Swampsong
Kalmah,Heroes To Us,Swampsong
Metallica,Fuel,Reload
Metallica,The God That Failed,Metallica
Metallica,Blackened,...And Justice For All
Metallica,...And Justice For All,...And Justice For All
Metallica,Eye Of The Beholder,...And Justice For All
Metallica,One,...And Justice For All
Metallica,The Shortest Straw,...And Justice For All
Metallica,Harvester Of Sorrow,...And Justice For All
Metallica,The Frayed Ends Of Sanity,...And Justice For All
Metallica,To Live Is To Die,...And Justice For All
Metallica,Dyers Eve,...And Justice For All
Metallica,The Struggle Within,Metallica
Metallica,Enter Sandman,Metallica
Metallica,The Unforgiven,Metallica
Metallica,Wherever I May Roam,Metallica
Metallica,Don't Tread On Me,Metallica
Metallica,Nothing Else Matters,Metallica
Metallica,Hit The Lights - Remastered,Kill 'Em All (Remastered)
Metallica,The Four Horsemen - Remastered,Kill 'Em All (Remastered)
Metallica,Motorbreath - Remastered,Kill 'Em All (Remastered)
Metallica,Jump In The Fire - Remastered,Kill 'Em All (Remastered)
Metallica,(Anesthesia) Pulling Teeth - Remastered,Kill 'Em All (Remastered)
Metallica,Whiplash - Remastered,Kill 'Em All (Remastered)
Metallica,Phantom Lord - Remastered,Kill 'Em All (Remastered)
Metallica,No Remorse - Remastered,Kill 'Em All (Remastered)
Metallica,Seek & Destroy - Remastered,Kill 'Em All (Remastered)
Metallica,Metal Militia - Remastered,Kill 'Em All (Remastered)
Metallica,Fight Fire With Fire - Remastered,Ride The Lightning (Remastered)
Metallica,Ride The Lightning - Remastered,Ride The Lightning (Remastered)
Metallica,For Whom The Bell Tolls - Remastered,Ride The Lightning (Remastered)
Metallica,Fade To Black - Remastered,Ride The Lightning (Remastered)
Metallica,Trapped Under Ice - Remastered,Ride The Lightning (Remastered)
Metallica,Escape - Remastered,Ride The Lightning (Remastered)
Metallica,Creeping Death - Remastered,Ride The Lightning (Remastered)
Metallica,The Call Of Ktulu - Remastered,Ride The Lightning (Remastered)
Metallica,Battery,Master Of Puppets (Remastered)
Metallica,Master Of Puppets,Master Of Puppets (Remastered)
Metallica,The Thing That Should Not Be,Master Of Puppets (Remastered)
Metallica,Welcome Home (Sanitarium),Master Of Puppets (Remastered)
Metallica,Disposable Heroes,Master Of Puppets (Remastered)
Metallica,Leper Messiah,Master Of Puppets (Remastered)
Metallica,Orion,Master Of Puppets (Remastered)
Metallica,Damage, Inc.,Master Of Puppets (Remastered)
